# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
 0.07921314149240435,0.01568680446273918,0.19803285373101087,2.5,0.0,0.0,0,0.0,0.0,0.0
 0.11172155251130667,0.031204263238841623,0.4773367350092773,8.591742029958422,0.0,0.0,0,0.0,0.0,0.0
 0.1364605114940563,0.04655367799304866,0.620455160013407,5.785143388770945,0.0,0.0,0,0.0,0.0,0.0
 0.15714496541741674,0.06173635039010272,0.7340136922786821,5.490042554955988,0.0,0.0,0,0.0,0.0,0.0
 0.17521824345055506,0.07675358209474492,0.8309080221699294,5.3611929011210036,0.0,0.0,0,0.0,0.0,0.0
 0.19142275180523127,0.09160667477171791,0.9166024881394667,5.288310147639127,0.0,0.0,0,0.0,0.0,0.0
 0.20620080512525943,0.10629693008576302,0.9940588923262269,5.241313081594205,0.0,0.0,0,0.0,0.0,0.0
 0.21984144259135738,0.12082564970162268,1.0651056192915418,5.208460905283378,0.0,0.0,0,0.0,0.0,0.0
 0.23254602579621841,0.13519413528403867,1.130968670968939,5.184196176714927,0.0,0.0,0,0.0,0.0,0.0
 0.24446160311816034,0.14940368849775232,1.192519072285946,5.165540842378239,0.0,0.0,0,0.0,0.0,0.0
 0.2556995197551269,0.16345561100750627,1.2504028071832174,5.150753183812186,0.0,0.0,0,0.0,0.0,0.0
 0.26634654454529116,0.17735120447804187,1.305115160751044,5.13874576664553,0.0,0.0,0,0.0,0.0,0.0
 0.2764718941043388,0.19109177057410176,1.3570460966240734,5.128804252157963,0.0,0.0,0,0.0,0.0,0.0
 0.2861318653770858,0.20467861096042683,1.4065093987035655,5.120439873257135,0.0,0.0,0,0.0,0.0,0.0
 0.2953730030329511,0.2181130273017593,1.4537621710250892,5.11330683311838,0.0,0.0,0,0.0,0.0,0.0
 0.3042343315688364,0.2313963212628416,1.4990183365044647,5.1071535488277915,0.0,0.0,0,0.0,0.0,0.0
 0.31274896930823937,0.24452979450841505,1.5424582521926933,5.101792585632008,0.0,0.0,0,0.0,0.0,0.0
 0.3209453216379525,0.2575147487032219,1.5842357273654846,5.097081420150908,0.0,0.0,0,0.0,0.0,0.0
 0.328847980387293,0.27035248551200364,1.624483255063118,5.0929097376236925,0.0,0.0,0,0.0,0.0,0.0
 0.33647841333405193,0.28304430659950275,1.6633159843033627,5.089190811478019,0.0,0.0,0,0.0,0.0,0.0
 0.34385550083164906,0.29559151363046055,1.7008347854142538,5.085855511827906,0.0,0.0,0,0.0,0.0,0.0
 0.3509959591047277,0.30799540826961924,1.7371286498409462,5.0828480524183695,0.0,0.0,0,0.0,0.0,0.0
 0.35791467820234507,0.3202572921817206,1.772276593267681,5.080122914491325,0.0,0.0,0,0.0,0.0,0.0
 0.36462499477216664,0.3323784670315064,1.8063491824362783,5.077642584231064,0.0,0.0,0,0.0,0.0,0.0
 0.371138914415462,0.3443602344837191,1.8394097729690762,5.075375863260231,0.0,0.0,0,0.0,0.0,0.0
 0.377467294584895,0.3562038962030998,1.8715155225008928,5.073296589685331,0.0,0.0,0,0.0,0.0,0.0
 0.383619996274642,0.36791075385439087,1.902718227148835,5.071382657790634,0.0,0.0,0,0.0,0.0,0.0
 0.3896060107864529,0.37948210910233415,1.9330650176527344,5.069615258035653,0.0,0.0,0,0.0,0.0,0.0
 0.3954335664111846,0.39091926361167184,1.96259894299409,5.06797828166854,0.0,0.0,0,0.0,0.0,0.0
 0.40111021879136666,0.40222351904714504,1.9913594630063745,5.0664578498220605,0.0,0.0,0,0.0,0.0,0.0
 0.4066429279225184,0.4133961770734962,2.019382866784716,5.065041937693153,0.0,0.0,0,0.0,0.0,0.0
 0.4120381241368169,0.42443853935546727,2.0467026301483306,5.063720072165528,0.0,0.0,0,0.0,0.0,0.0
 0.4173017649412952,0.43535190755779984,2.0733497226952764,5.062483086663998,0.0,0.0,0,0.0,0.0,0.0
 0.42243938421754,0.4461375833452359,2.0993528728970854,5.06132292091816,0.0,0.0,0,0.0,0.0,0.0
 0.42745613500452545,0.45679686838251765,2.124738798055168,5.060232456421654,0.0,0.0,0,0.0,0.0,0.0
 0.4323568268615111,0.46733106433438665,2.149532404665086,5.059205380272225,0.0,0.0,0,0.0,0.0,0.0
 0.437145958629648,0.47774147286558466,2.1737569637278873,5.058236071926925,0.0,0.0,0,0.0,0.0,0.0
 0.4418277472684821,0.4880293956408541,2.197434264745325,5.057319508412079,0.0,0.0,0,0.0,0.0,0.0
 0.44640615332897754,0.49819613432493637,2.2205847514936496,5.056451184633341,0.0,0.0,0,0.0,0.0,0.0
 0.45088490353196525,0.5082429905825738,2.243227642152344,5.055627046042759,0.0,0.0,0,0.0,0.0,0.0
 0.4552675108454403,0.5181712660785076,2.2653810359435194,5.0548434314571615,0.0,0.0,0,0.0,0.0,0.0
 0.4595572923923547,0.5279822624774804,2.287062008094498,5.054097024258425,0.0,0.0,0,0.0,0.0,0.0
 0.46375738546970174,0.5376772814442337,2.308286694655133,5.053384810710233,0.0,0.0,0,0.0,0.0,0.0
 0.4678707619176517,0.5472576246435097,2.329070368468397,5.052704044051774,0.0,0.0,0,0.0,0.0,0.0
 0.47190024104255335,0.5567245937400498,2.349427507400519,5.0520522134778085,0.0,0.0,0,0.0,0.0,0.0
