# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,-173.26247594266312,37.345643372483956,0.2742423792790471,3.646409437625539,0.0,0.0
 0.06946896248269555,0.012064841871055405,0.17367240620673888,2.5,-173.26247594266312,37.36859269989438,0.2742423792790471,3.646409437625539,0.0,0.0
 0.09850617901134255,0.02425866825853666,0.41993785373509523,8.48102803811792,-173.0718884657799,37.3915420273048,0.26313272395002746,3.8003635009301,6.563558758986984,226.0395293919315
 0.12096347645751127,0.03658040659171721,0.5486741386721348,5.7324923110461965,-172.88708522269448,37.414491354715224,0.2525969033838818,3.95887671861226,8.229095398874195,74.16460702271003
 0.14004138896163298,0.049028976555758455,0.6525121635478605,5.4428399780789345,-172.7078380773229,37.437440682125654,0.24259818163495472,4.122042437666463,9.395532416498156,61.140704852900264
 0.15697552740313686,0.061603290508732436,0.7425422909119248,5.316487028558213,-172.533930819977,37.46039000953608,0.23310257375240384,4.289956922835939,10.269625345665283,51.617206992049354
 0.17239751027384873,0.07430225387155444,0.8234325941924633,5.245129887555416,-172.36515842035388,37.4833393369465,0.2240786115688947,4.4627195473876915,10.943625151060923,43.703835690003466
 0.18668129578820045,0.08712476549290396,0.8976970151551229,5.199211433694659,-172.20132633475967,37.50628866435692,0.21549713133167472,4.640433001685232,11.469794574385627,36.83683312074613
 0.20006970584373585,0.10006971799099747,0.9668775040798406,5.167192268369107,-172.04224986316876,37.529237991767346,0.2073310816195291,4.823203507108928,11.881655172725269,30.762472663388237
 0.21273081401051183,0.11313599807393744,1.0320012996356196,5.143609445393596,-171.88775355213372,37.55218731917777,0.19955534882155695,5.011141048863608,12.202431967245845,25.33560177317871
 0.22478655372617,0.1263224868402208,1.0937934193417047,5.1255353187352375,-171.73767063979204,37.57513664658819,0.1921465986963999,5.204359623248101,12.44908366317476,20.459275145809617
 0.23632863564183546,0.13962806006082856,1.152787973420015,5.111257614472501,-171.59184253971713,37.59808597399862,0.18508313248619826,5.402977497555432,12.634471072068004,16.061869101936367
 0.24742804080721761,0.15305158844424538,1.209391691122633,5.099707313970195,-171.45011836047289,37.621035301409044,0.17834475602201222,5.607117485846205,12.768628330306102,12.086887201533889
 0.25814099859232825,0.16659193788561102,1.2639225984988616,5.090182232587356,-171.31235445818123,37.64398462881947,0.17191266022957036,5.816907252000001,12.859558028232442,8.487823787817032
 0.2685129193920604,0.1802479697011178,1.316634794960973,5.082201983597157,-171.17841401944253,37.66693395622989,0.16576931253199206,6.032479623193277,12.913754484333037,5.225305625356539
 0.27858107677923183,0.19401854084869066,1.3677349904282325,5.07542676402438,-171.04816667235173,37.68988328364031,0.15989835766364305,6.253972927624231,12.936562479328432,2.265359401756752
 0.288376492894891,0.20790250413589278,1.4173939241853073,5.069609414314618,-170.9214881234832,37.712832611050736,0.15428452703908813,6.481531357623756,12.932431595835943,-0.42171597854675635
 0.29792529829870423,0.22189870841592974,1.4657544779839848,5.064565854422487,-170.7982598188163,37.735781938461166,0.1489135560342056,6.715305353196313,12.905101680853502,-2.862129222104272
 0.30724973475826056,0.23600599877255363,1.5129375826424087,5.0601561674075635,-170.67836862687406,37.75873126587159,0.14377210815008837,6.955452019636991,12.85774131897774,-5.079166133115287
 0.3163689091517116,0.25022321669460984,1.5590466097749287,5.056272107882179,-170.5617065424426,37.78168059328201,0.13884770576241012,7.20213556651166,12.79305333992392,-7.093622323998225
 0.32529936995999353,0.26454920024092177,1.6041706977792591,5.052828624753981,-170.4481704092837,37.804629920692435,0.1341286665353454,7.455527784110799,12.713356633691062,-8.924142655544737
 0.33405555477861837,0.2789827841961261,1.6483873118465238,5.049757969157266,-170.3376616605199,37.82757924810286,0.12960404507688386,7.715808556799124,12.62065055190766,-10.587497146726514
 0.34265014240071606,0.29352280021807736,1.6917642429483382,5.0470055119674635,-170.2300860754451,37.85052857551328,0.12526357960268536,7.983166401374037,12.516666279397475,-12.098808818102142
 0.3510943331797481,0.3081680769773298,1.7343611889511625,5.04452671872335,-170.1253535514656,37.8734779029237,0.12109764267855182,8.257799060997863,12.402908309408998,-13.471743233342284
 0.3593980747245191,0.32291744028922753,1.7762310197606754,5.042284924664933,-170.0233778902591,37.89642723033413,0.11709719601145663,8.539914140234078,12.280688248385069,-14.7186735479374
 0.36757024538939725,0.33776971323905425,1.8174208002847925,5.040249673338324,-169.92407659701138,37.919376557744556,0.11325374888832553,8.829729786570292,12.151152652073385,-15.850818787766181
 0.3756188048011906,0.3527237163006873,1.857972625476472,5.0383954589761695,-169.82737069191012,37.94232588515498,0.1095593200806682,9.127475410249927,12.01530611298613,-16.878366939579706
 0.3835509183663354,0.36777826744914827,1.897924307918819,5.036700762568777,-169.73318453300365,37.9652752125654,0.1060064020965975,9.433392514244167,11.874030563599609,-17.810580777273902
 0.39137306103891517,0.3829321822674261,1.93730994851313,5.035147304635078,-169.6414456496766,37.988224539975825,0.10258792922813784,9.747735503815198,11.728101514769548,-18.655891990005507
 0.3990911044099728,0.3981842740479296,1.9761604136222233,5.0337194598803405,-169.55208458598503,38.01117386738625,0.09929724700587805,10.070772656373881,11.57820180522529,-19.42198331074106
 0.4067103902724344,0.41353335388888973,2.01450373670601,5.032403794257823,-169.46503475323354,38.03412319479668,0.09612808482621392,10.402787091908255,11.424933297273512,-20.115862656748046
